insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (1, 'bulbasaur', 'grass', 'poison', 87.5, 10, null, null, 45, 49, 49, 65, 65, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (118, 'goldeen', 'water', null, '50', 20, null, null, 45, 67, 60, 35, 50, 63);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (119, 'seaking', 'water', null, '50', 20, null, null, 80, 92, 65, 65, 80, 68);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (123, 'scyther', 'bug', 'flying', '50', 20, null, null, 70, 110, 80, 55, 80, 105);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (124, 'jynx', 'ice', 'psychic', '0', 20, null, null, 65, 50, 35, 115, 95, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (125, 'electabuzz', 'electric', null, '75', 20, null, null, 65, 83, 57, 95, 85, 105);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (126, 'magmar', 'fire', null, '75', 20, null, null, 65, 95, 57, 100, 85, 93);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (127, 'pinsir', 'bug', null, '50', 0, null, null, 65, 125, 100, 55, 70, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (128, 'tauros', 'normal', null, '100', 0, null, null, 75, 100, 95, 40, 70, 110);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (129, 'magikarp', 'water', null, '50', 0, null, null, 20, 10, 55, 15, 20, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (130, 'gyarados', 'water', 'flying', '50', 0, null, null, 95, 125, 79, 60, 100, 81);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (131, 'lapras', 'water', 'ice', '50', 0, null, null, 130, 85, 80, 85, 95, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (133, 'eevee', 'normal', null, 87.5, 20, null, null, 55, 55, 50, 45, 65, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (134, 'vaporeon', 'water', null, 87.5, 20, null, null, 130, 65, 60, 110, 95, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (135, 'jolteon', 'electric', null, 87.5, 20, null, null, 65, 65, 60, 110, 95, 130);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (136, 'flareon', 'fire', null, 87.5, 20, null, null, 65, 130, 60, 95, 110, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (138, 'omanyte', 'rock', 'water', 87.5, 20, null, null, 35, 40, 100, 90, 55, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (139, 'omastar', 'rock', 'water', 87.5, 20, null, null, 70, 60, 125, 115, 70, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (141, 'kabutops', 'rock', 'water', 87.5, 20, null, null, 60, 115, 105, 65, 70, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (142, 'aerodactyl', 'rock', 'flying', 87.5, 0, null, null, 80, 105, 65, 60, 75, 130);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (143, 'snorlax', 'normal', null, 87.5, 0, null, null, 160, 110, 65, 65, 110, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (147, 'dratini', 'dragon', null, '50', 0, null, null, 41, 64, 45, 50, 50, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (148, 'dragonair', 'dragon', null, '50', 0, null, null, 61, 84, 65, 70, 70, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (149, 'dragonite', 'dragon', 'flying', '50', 0, null, null, 91, 134, 95, 100, 100, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (153, 'bayleef', 'grass', null, 87.5, 10, null, null, 60, 62, 80, 63, 80, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (154, 'meganium', 'grass', null, 87.5, 10, null, null, 80, 82, 100, 83, 100, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (155, 'cyndaquil', 'fire', null, 87.5, 10, null, null, 39, 52, 43, 60, 50, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (156, 'quilava', 'fire', null, 87.5, 10, null, null, 58, 64, 58, 80, 65, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (157, 'typhlosion', 'fire', null, 87.5, 10, null, null, 78, 84, 78, 109, 85, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (158, 'totodile', 'water', null, 87.5, 10, null, null, 50, 65, 64, 44, 48, 43);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (159, 'croconaw', 'water', null, 87.5, 10, null, null, 65, 80, 80, 59, 63, 58);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (160, 'feraligatr', 'water', null, 87.5, 10, null, null, 85, 105, 100, 79, 83, 78);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (161, 'sentret', 'normal', null, '50', 20, null, null, 35, 46, 34, 35, 45, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (162, 'furret', 'normal', null, '50', 20, null, null, 85, 76, 64, 45, 55, 90);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (163, 'hoothoot', 'normal', 'flying', '50', 20, null, null, 60, 30, 30, 36, 56, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (164, 'noctowl', 'normal', 'flying', '50', 20, null, null, 100, 50, 50, 76, 96, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (165, 'ledyba', 'bug', 'flying', '50', 30, null, null, 40, 20, 30, 40, 80, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (166, 'ledian', 'bug', 'flying', '50', 30, null, null, 55, 35, 50, 55, 110, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (167, 'spinarak', 'bug', 'poison', '50', 30, null, null, 40, 60, 40, 40, 40, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (168, 'ariados', 'bug', 'poison', '50', 30, null, null, 70, 90, 70, 60, 60, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (169, 'crobat', 'poison', 'flying', '50', 20, null, null, 85, 90, 80, 70, 80, 130);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (170, 'chinchou', 'water', 'electric', '50', 0, null, null, 75, 38, 38, 56, 56, 67);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (171, 'lanturn', 'water', 'electric', '50', 0, null, null, 125, 58, 58, 76, 76, 67);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (173, 'cleffa', 'fairy', null, '25', 30, null, null, 50, 25, 28, 45, 55, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (174, 'igglybuff', 'normal', 'fairy', '25', 30, null, null, 90, 30, 15, 40, 20, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (176, 'togetic', 'fairy', 'flying', 87.5, 30, null, null, 55, 40, 85, 80, 105, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (177, 'natu', 'psychic', 'flying', '50', 20, null, null, 40, 50, 45, 70, 45, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (178, 'xatu', 'psychic', 'flying', '50', 20, null, null, 65, 75, 70, 95, 70, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (179, 'mareep', 'electric', null, '50', 10, null, null, 55, 40, 40, 65, 45, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (180, 'flaaffy', 'electric', null, '50', 10, null, null, 70, 55, 55, 80, 60, 45);
